INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 2, '2025-06-02 10:59:00', '2025-06-09 23:59:59.000000', '2025-06-09 10:00:00.000000', '2025-06-02 10:59:00', '1', '2025-06-09 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 44, '2025-09-04 14:11:00', '2025-09-11 23:59:59.000000', '2025-09-11 12:00:00.000000', '2025-09-04 14:11:00', '1', '2025-09-11 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 50, '2025-09-01 10:36:00', '2025-09-08 23:59:59.000000', '2025-09-08 10:00:00.000000', '2025-09-01 10:36:00', '2', '2025-09-08 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 41, '2025-09-02 11:03:00', '2025-09-09 23:59:59.000000', '2025-09-09 12:00:00.000000', '2025-09-02 11:03:00', '2', '2025-09-09 12:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 52, '2025-09-04 16:42:00', '2025-09-11 23:59:59.000000', '2025-09-11 09:00:00.000000', '2025-09-04 16:42:00', '1', '2025-09-11 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 75, '2025-09-02 15:26:00', '2025-09-09 23:59:59.000000', '2025-09-09 14:00:00.000000', '2025-09-02 15:26:00', '2', '2025-09-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 78, '2025-09-03 15:21:00', '2025-09-10 23:59:59.000000', '2025-09-10 14:00:00.000000', '2025-09-03 15:21:00', '2', '2025-09-10 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 56, '2025-09-02 09:18:00', '2025-09-09 23:59:59.000000', '2025-09-09 15:00:00.000000', '2025-09-02 09:18:00', '2', '2025-09-09 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 42, '2025-09-02 17:59:00', '2025-09-09 23:59:59.000000', '2025-09-09 09:00:00.000000', '2025-09-02 17:59:00', '2', '2025-09-09 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 76, '2025-09-02 11:48:00', '2025-09-09 23:59:59.000000', '2025-09-09 11:00:00.000000', '2025-09-02 11:48:00', '1', '2025-09-09 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 69, '2025-09-04 12:56:00', '2025-09-11 23:59:59.000000', '2025-09-11 08:00:00.000000', '2025-09-04 12:56:00', '1', '2025-09-11 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 1, '2025-09-02 12:58:00', '2025-09-09 23:59:59.000000', '2025-09-09 08:00:00.000000', '2025-09-02 12:58:00', '1', '2025-09-09 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 63, '2025-09-02 11:03:00', '2025-09-09 23:59:59.000000', '2025-09-09 11:00:00.000000', '2025-09-02 11:03:00', '1', '2025-09-09 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (5, 62, '2025-09-03 17:20:00', '2025-09-10 23:59:59.000000', '2025-09-10 12:00:00.000000', '2025-09-03 17:20:00', '1', '2025-09-10 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 82, '2025-09-02 13:28:00', '2025-09-09 23:59:59.000000', '2025-09-09 10:00:00.000000', '2025-09-02 13:28:00', '1', '2025-09-09 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 72, '2025-09-04 13:11:00', '2025-09-11 23:59:59.000000', '2025-09-11 08:00:00.000000', '2025-09-04 13:11:00', '1', '2025-09-11 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 57, '2025-09-04 10:39:00', '2025-09-11 23:59:59.000000', '2025-09-11 13:00:00.000000', '2025-09-04 10:39:00', '1', '2025-09-11 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 39, '2025-09-02 13:26:00', '2025-09-09 23:59:59.000000', '2025-09-09 14:00:00.000000', '2025-09-02 13:26:00', '2', '2025-09-09 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 36, '2025-09-03 14:41:00', '2025-09-10 23:59:59.000000', '2025-09-10 10:00:00.000000', '2025-09-03 14:41:00', '1', '2025-09-10 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (20, 77, '2025-09-03 10:52:00', '2025-09-10 23:59:59.000000', '2025-09-10 10:00:00.000000', '2025-09-03 10:52:00', '2', '2025-09-10 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 80, '2025-09-02 13:55:00', '2025-09-09 23:59:59.000000', '2025-09-09 08:00:00.000000', '2025-09-02 13:55:00', '2', '2025-09-09 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 49, '2025-09-03 12:11:00', '2025-09-10 23:59:59.000000', '2025-09-10 13:00:00.000000', '2025-09-03 12:11:00', '2', '2025-09-10 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 59, '2025-09-04 09:16:00', '2025-09-11 23:59:59.000000', '2025-09-11 12:00:00.000000', '2025-09-04 09:16:00', '1', '2025-09-11 12:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 71, '2025-09-02 11:44:00', '2025-09-09 23:59:59.000000', '2025-09-09 11:00:00.000000', '2025-09-02 11:44:00', '2', '2025-09-09 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 48, '2025-09-02 11:12:00', '2025-09-09 23:59:59.000000', '2025-09-09 09:00:00.000000', '2025-09-02 11:12:00', '2', '2025-09-09 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 58, '2025-09-02 16:42:00', '2025-09-09 23:59:59.000000', '2025-09-09 13:00:00.000000', '2025-09-02 16:42:00', '2', '2025-09-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 74, '2025-09-02 08:48:00', '2025-09-09 23:59:59.000000', '2025-09-09 08:00:00.000000', '2025-09-02 08:48:00', '1', '2025-09-09 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 46, '2025-09-02 15:30:00', '2025-09-09 23:59:59.000000', '2025-09-09 13:00:00.000000', '2025-09-02 15:30:00', '1', '2025-09-09 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 2, '2025-09-03 10:05:00', '2025-09-10 23:59:59.000000', '2025-09-10 10:00:00.000000', '2025-09-03 10:05:00', '2', '2025-09-10 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 79, '2025-09-03 08:35:00', '2025-09-10 23:59:59.000000', '2025-09-10 15:00:00.000000', '2025-09-03 08:35:00', '2', '2025-09-10 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 67, '2025-09-03 16:06:00', '2025-09-10 23:59:59.000000', '2025-09-10 14:00:00.000000', '2025-09-03 16:06:00', '2', '2025-09-10 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 60, '2025-09-04 09:56:00', '2025-09-11 23:59:59.000000', '2025-09-11 14:00:00.000000', '2025-09-04 09:56:00', '2', '2025-09-11 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 34, '2025-09-04 11:39:00', '2025-09-11 23:59:59.000000', '2025-09-11 10:00:00.000000', '2025-09-04 11:39:00', '2', '2025-09-11 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 52, '2025-10-01 12:41:00', '2025-10-08 23:59:59.000000', '2025-10-08 13:00:00.000000', '2025-10-01 12:41:00', '1', '2025-10-08 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 40, '2025-10-01 13:52:00', '2025-10-08 23:59:59.000000', '2025-10-08 10:00:00.000000', '2025-10-01 13:52:00', '2', '2025-10-08 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (1, 50, '2025-10-06 08:40:00', '2025-10-13 23:59:59.000000', '2025-10-13 09:00:00.000000', '2025-10-06 08:40:00', '2', '2025-10-13 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 64, '2025-10-01 11:13:00', '2025-10-08 23:59:59.000000', '2025-10-08 15:00:00.000000', '2025-10-01 11:13:00', '2', '2025-10-08 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 3, '2025-10-03 14:50:00', '2025-10-10 23:59:59.000000', '2025-10-10 12:00:00.000000', '2025-10-03 14:50:00', '1', '2025-10-10 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 61, '2025-10-04 17:37:00', '2025-10-11 23:59:59.000000', '2025-10-11 09:00:00.000000', '2025-10-04 17:37:00', '1', '2025-10-11 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 68, '2025-10-01 10:23:00', '2025-10-08 23:59:59.000000', '2025-10-08 13:00:00.000000', '2025-10-01 10:23:00', '1', '2025-10-08 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 35, '2025-10-03 15:14:00', '2025-10-10 23:59:59.000000', '2025-10-10 10:00:00.000000', '2025-10-03 15:14:00', '1', '2025-10-10 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 47, '2025-10-01 13:31:00', '2025-10-08 23:59:59.000000', '2025-10-08 08:00:00.000000', '2025-10-01 13:31:00', '1', '2025-10-08 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 42, '2025-10-02 09:55:00', '2025-10-09 23:59:59.000000', '2025-10-09 13:00:00.000000', '2025-10-02 09:55:00', '1', '2025-10-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 63, '2025-10-01 09:18:00', '2025-10-08 23:59:59.000000', '2025-10-08 15:00:00.000000', '2025-10-01 09:18:00', '1', '2025-10-08 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 51, '2025-10-04 11:16:00', '2025-10-11 23:59:59.000000', '2025-10-11 08:00:00.000000', '2025-10-04 11:16:00', '1', '2025-10-11 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 72, '2025-10-01 09:22:00', '2025-10-08 23:59:59.000000', '2025-10-08 09:00:00.000000', '2025-10-01 09:22:00', '1', '2025-10-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 69, '2025-10-03 09:38:00', '2025-10-10 23:59:59.000000', '2025-10-10 12:00:00.000000', '2025-10-03 09:38:00', '2', '2025-10-10 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 34, '2025-10-03 08:45:00', '2025-10-10 23:59:59.000000', '2025-10-10 10:00:00.000000', '2025-10-03 08:45:00', '1', '2025-10-10 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 70, '2025-10-01 14:25:00', '2025-10-08 23:59:59.000000', '2025-10-08 15:00:00.000000', '2025-10-01 14:25:00', '2', '2025-10-08 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 67, '2025-10-03 14:23:00', '2025-10-10 23:59:59.000000', '2025-10-10 08:00:00.000000', '2025-10-03 14:23:00', '1', '2025-10-10 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 74, '2025-10-04 17:54:00', '2025-10-11 23:59:59.000000', '2025-10-11 14:00:00.000000', '2025-10-04 17:54:00', '1', '2025-10-11 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 38, '2025-10-01 08:28:00', '2025-10-08 23:59:59.000000', '2025-10-08 13:00:00.000000', '2025-10-01 08:28:00', '2', '2025-10-08 13:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 43, '2025-10-01 11:37:00', '2025-10-08 23:59:59.000000', '2025-10-08 09:00:00.000000', '2025-10-01 11:37:00', '2', '2025-10-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 79, '2025-10-02 16:51:00', '2025-10-09 23:59:59.000000', '2025-10-09 14:00:00.000000', '2025-10-02 16:51:00', '2', '2025-10-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 77, '2025-10-02 17:03:00', '2025-10-09 23:59:59.000000', '2025-10-09 13:00:00.000000', '2025-10-02 17:03:00', '1', '2025-10-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 54, '2025-10-01 14:24:00', '2025-10-08 23:59:59.000000', '2025-10-08 09:00:00.000000', '2025-10-01 14:24:00', '1', '2025-10-08 09:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 37, '2025-10-02 14:28:00', '2025-10-09 23:59:59.000000', '2025-10-09 11:00:00.000000', '2025-10-02 14:28:00', '1', '2025-10-09 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 1, '2025-10-03 08:32:00', '2025-10-10 23:59:59.000000', '2025-10-10 15:00:00.000000', '2025-10-03 08:32:00', '2', '2025-10-10 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (18, 56, '2025-10-03 13:28:00', '2025-10-10 23:59:59.000000', '2025-10-10 15:00:00.000000', '2025-10-03 13:28:00', '2', '2025-10-10 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 76, '2025-10-02 13:43:00', '2025-10-09 23:59:59.000000', '2025-10-09 14:00:00.000000', '2025-10-02 13:43:00', '1', '2025-10-09 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (19, 59, '2025-10-04 13:55:00', '2025-10-11 23:59:59.000000', '2025-10-11 15:00:00.000000', '2025-10-04 13:55:00', '2', '2025-10-11 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 41, '2025-10-02 14:21:00', '2025-10-09 23:59:59.000000', '2025-10-09 13:00:00.000000', '2025-10-02 14:21:00', '2', '2025-10-09 13:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 44, '2025-10-03 08:47:00', '2025-10-10 23:59:59.000000', '2025-10-10 10:00:00.000000', '2025-10-03 08:47:00', '2', '2025-10-10 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (4, 66, '2025-10-03 09:52:00', '2025-10-10 23:59:59.000000', '2025-10-10 09:00:00.000000', '2025-10-03 09:52:00', '1', '2025-10-10 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 83, '2025-10-04 15:47:00', '2025-10-11 23:59:59.000000', '2025-10-11 14:00:00.000000', '2025-10-04 15:47:00', '1', '2025-10-11 14:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 40, '2025-11-01 17:50:00', '2025-11-08 23:59:59.000000', '2025-11-08 14:00:00.000000', '2025-11-01 17:50:00', '1', '2025-11-08 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (8, 38, '2025-11-03 15:29:00', '2025-11-10 23:59:59.000000', '2025-11-10 08:00:00.000000', '2025-11-03 15:29:00', '2', '2025-11-10 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 77, '2025-11-01 08:34:00', '2025-11-08 23:59:59.000000', '2025-11-08 09:00:00.000000', '2025-11-01 08:34:00', '2', '2025-11-08 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 62, '2025-11-01 11:14:00', '2025-11-08 23:59:59.000000', '2025-11-08 15:00:00.000000', '2025-11-01 11:14:00', '2', '2025-11-08 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (6, 67, '2025-11-01 17:59:00', '2025-11-08 23:59:59.000000', '2025-11-08 11:00:00.000000', '2025-11-01 17:59:00', '2', '2025-11-08 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 52, '2025-11-01 14:38:00', '2025-11-08 23:59:59.000000', '2025-11-08 10:00:00.000000', '2025-11-01 14:38:00', '2', '2025-11-08 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 42, '2025-11-01 14:02:00', '2025-11-08 23:59:59.000000', '2025-11-08 11:00:00.000000', '2025-11-01 14:02:00', '2', '2025-11-08 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 55, '2025-11-03 08:19:00', '2025-11-10 23:59:59.000000', '2025-11-10 14:00:00.000000', '2025-11-03 08:19:00', '1', '2025-11-10 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 81, '2025-11-01 15:52:00', '2025-11-08 23:59:59.000000', '2025-11-08 09:00:00.000000', '2025-11-01 15:52:00', '2', '2025-11-08 09:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (29, 73, '2025-11-03 15:02:00', '2025-11-10 23:59:59.000000', '2025-11-10 08:00:00.000000', '2025-11-03 15:02:00', '2', '2025-11-10 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (7, 49, '2025-11-01 12:13:00', '2025-11-08 23:59:59.000000', '2025-11-08 12:00:00.000000', '2025-11-01 12:13:00', '2', '2025-11-08 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (26, 51, '2025-11-01 10:12:00', '2025-11-08 23:59:59.000000', '2025-11-08 10:00:00.000000', '2025-11-01 10:12:00', '1', '2025-11-08 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 78, '2025-11-01 10:41:00', '2025-11-08 23:59:59.000000', '2025-11-08 14:00:00.000000', '2025-11-01 10:41:00', '1', '2025-11-08 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 69, '2025-11-03 11:39:00', '2025-11-10 23:59:59.000000', '2025-11-10 15:00:00.000000', '2025-11-03 11:39:00', '1', '2025-11-10 15:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (2, 35, '2025-11-04 16:39:00', '2025-11-11 23:59:59.000000', '2025-11-11 10:00:00.000000', '2025-11-04 16:39:00', '2', '2025-11-11 10:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (9, 70, '2025-11-01 11:46:00', '2025-11-08 23:59:59.000000', '2025-11-08 08:00:00.000000', '2025-11-01 11:46:00', '1', '2025-11-08 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (3, 72, '2025-11-03 17:03:00', '2025-11-10 23:59:59.000000', '2025-11-10 11:00:00.000000', '2025-11-03 17:03:00', '2', '2025-11-10 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 59, '2025-11-03 10:15:00', '2025-11-10 23:59:59.000000', '2025-11-10 11:00:00.000000', '2025-11-03 10:15:00', '2', '2025-11-10 11:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (15, 39, '2025-11-03 13:16:00', '2025-11-10 23:59:59.000000', '2025-11-10 08:00:00.000000', '2025-11-03 13:16:00', '2', '2025-11-10 08:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 61, '2025-11-03 11:36:00', '2025-11-10 23:59:59.000000', '2025-11-10 11:00:00.000000', '2025-11-03 11:36:00', '2', '2025-11-10 11:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (27, 71, '2025-11-03 10:06:00', '2025-11-10 23:59:59.000000', '2025-11-10 14:00:00.000000', '2025-11-03 10:06:00', '2', '2025-11-10 14:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 56, '2025-11-03 11:16:00', '2025-11-10 23:59:59.000000', '2025-11-10 12:00:00.000000', '2025-11-03 11:16:00', '1', '2025-11-10 12:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (28, 47, '2025-11-03 16:10:00', '2025-11-10 23:59:59.000000', '2025-11-10 15:00:00.000000', '2025-11-03 16:10:00', '1', '2025-11-10 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (16, 34, '2025-11-03 09:28:00', '2025-11-10 23:59:59.000000', '2025-11-10 10:00:00.000000', '2025-11-03 09:28:00', '1', '2025-11-10 10:00:00.000000', '1');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (14, 83, '2025-11-04 09:02:00', '2025-11-11 23:59:59.000000', '2025-11-11 15:00:00.000000', '2025-11-04 09:02:00', '1', '2025-11-11 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 81, '2025-12-01 12:22:00', '2025-12-08 23:59:59.000000', '2025-12-08 15:00:00.000000', '2025-12-01 12:22:00', '2', '2025-12-08 15:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 82, '2025-12-02 10:33:00', '2025-12-09 23:59:59.000000', '2025-12-09 08:00:00.000000', '2025-12-02 10:33:00', '2', '2025-12-09 08:00:00.000000', '2');
INSERT INTO book_loans as bl (member_id, book_id, start_date, end_date, finished_date, created_at, created_by, updated_at, updated_by) VALUES (10, 74, '2025-12-04 10:08:00', '2025-12-11 23:59:59.000000', '2025-12-11 13:00:00.000000', '2025-12-04 10:08:00', '1', '2025-12-11 13:00:00.000000', '2');
